userId,Talks_Participation_19_20,lastSubmit,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Fav_Coding_Drink,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Covid_Productivity,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
5bHevrpSzEPrBGc6rxp0UPFgSj52,,1604422354214,,Yes,"['Teachers', 'Academic defined subjects (system)']",Tea,,,,0 months,Medium company,Less than 1 year,,,For learning,,,,Europe,Male,Yes,"['YouTube', 'Books', 'Blog posts']",,"Developer, back-end",The current Pandemic did not impact my productivity,,Spoken,,Not enough,Occasionally: 1-2 days per quarter but less than monthly ,,,,,Bac +2,,,1604482921153,,,Yes,,Slightly dissatisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
5dJWNakxlkS5vQWOlV7nocbAaEz2,0,1604612809215,['Scala'],Yes,['Academic defined subjects (system)'],None,['Hybrid Cloud'],['I am maintaining my own project'],['Flask'],Few months,Multinational company,Less than 1 year,"['SQL', 'Python', 'Bash/Shell/PowerShell', 'PHP', 'TypeScript', 'C++', 'C', 'Go', 'Assembly', 'R', 'Haskell', 'Julia']",In-person events?,For learning,['Pandas'],Yes  less than 10 blog posts,,Morocco,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Company resources']",MacOS,Scientist,,"['Angular', 'Django', 'Laravel']",No,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['Python', 'Bash/Shell/PowerShell', 'C', 'R']",Good,['Google it'],NO,Bac +5,['VS Code'],Yes,1604612313916,Every few months,1-3,Yes,['Apache Spark'],Very dissatisfied,"['Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",Yes,25 to 29 years
5k6YaL8chNQ9yLdpF7zqrUcua5U2,0,1604480484297,"['C#', 'TypeScript', 'C++']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['on-premise', 'Hybrid Cloud']","['Yes, few PRs in multiple projects']",['Other'],0 months,Startup,1-3 years,"['JavaScript', 'Python', 'Java', 'C++', 'C', 'Assembly']",Li ja bismilah,For learning,['Other'],Thinking of it.,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows + WSL2,Academic researcher,The current Pandemic impacted very negatively my productivity,"['React.js', 'Angular', 'Spring Ecosystem']",Spoken,We were doing remote before,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['Python', 'Java', 'C++']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Eclipse', 'Netbeans', 'Other']",Yes,1604438444444,Once a year,More than 3,No,"['TensorFlow', 'Unity 3D', 'Keras', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Flex time or a flexible schedule', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",Yes,25 to 29 years
5l5bMVBGQPQSwEXRwDNIOHBewcS2,,1604441763080,,Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Tea,,,,,,Less than 1 year,,,,,,,Morocco,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",,"Developer, back-end",,,Spoken,,Enough to start,,,,,,Bac +5,,,1604441531795,,,Yes,,,,,"['Arabic', 'French', 'English']",No,20 to 24 years
5nRlCZ5qaKWCmG34KQ8Te0NUiaK2,0,1604702377264,"['Bash/Shell/PowerShell', 'Go', 'Ruby', 'Swift', 'R', 'Objective-C', 'Other']",No,"['Students', 'Academic defined subjects (system)']",None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['React.js'],Few months,Freelance,Less than 1 year,"['Python', 'Java', 'PHP', 'C']",In-person events?,For learning,['Other'],"No, I am not interested.",,Morocco,Female,Yes,"['YouTube', 'Books']",Windows,"Developer, desktop applications",The current Pandemic did not impact my productivity,"['React.js', 'ASP.NET', 'ASP.NET Core']",No,,Enough to start,Often: 1-2 days per week or more,"['Java', 'C']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +2,"['Eclipse', 'Sublime', 'Other']",I don’t know Facebook Developer circles,1604701484760,Every few months,0,Yes,"['Node.js', '.NET']",Neither satisfied nor dissatisfied,['Opportunities for professional development'],Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
5qQlAfBkdfdLTGWQgNGoAZh4QFP2,1 - 3 talks,1604674660469,['Python'],No,['Academic defined subjects (system)'],None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],Less than 1 year,Multinational company,More than 10,"['SQL', 'C++', 'VBA']",Live/online events,For learning,['Other'],"No, I am not interested.",8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation']",Windows,Product manager,The current Pandemic somehow boosted my productivity,['Other'],No,We were doing remote before,Everything I needed,Never,['C'],Good,['Watch help/tutorial videos'],NO,Bac +2,['Other'],NO,1604674670484,Once a decade,1-3,Yes,['Other'],Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,40 years and older
5vvkS0lHIVgjDvX3zbERNss3QUq2,0,1604673628134,['TypeScript'],Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I am maintaining my own project'],"['React.js', 'Angular', 'Express', 'Vue.js']",,Medium company,Less than 1 year,"['JavaScript', 'Python', 'TypeScript']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,,Morocco,Male,,['Official documentation'],Linux-based,"Developer, full-stack",The current Pandemic did not impact my productivity,['React.js'],No,,Not enough,,"['JavaScript', 'Python', 'Bash/Shell/PowerShell', 'TypeScript']",Not Bad,['Stackoverflow'],NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Vim']",Yes,1604673261512,Every few months,0,Yes,"['React Native', 'Flutter']",,"['Languages, frameworks, and other technologies I’d be working with', 'How widely used or impactful my work output would be', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
5zF0O5ZJBmQfKflXuAsUVkin3qu1,0,1604611232884,"['Python', 'Go']",Yes,"['Students', 'Teachers', 'Companies engagement with academia']",Tea,['Hybrid Cloud'],['I am maintaining my own project'],"['Angular', 'Spring Ecosystem']",0 months,Startup,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Java', 'Kotlin']",Li ja bismilah,For learning,['Ansible'],Thinking of it.,> 25 000,Europe,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,['Vue.js'],Both,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java', 'TypeScript']",Excellent,"['Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",I don’t know Facebook Developer circles,1604610889771,Once a year,1-3,Yes,['Flutter'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
64FqU9rCWYRsrSL9M4ghKNISLHR2,0,1604673279130,"['JavaScript', 'Dart']",Yes,"['Students', 'Teachers']",Coffee,['Not Sure'],['I am maintaining my own project'],"['Vue.js', 'Laravel', 'Drupal']",Few months,Startup,3-5 years,"['JavaScript', 'Python', 'C#', 'PHP', 'Dart']",Li ja bismilah,For profit,['Other'],Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts']",MacOS,"Developer, back-end",The current Pandemic did not impact my productivity,['React.js'],Both,The company started remote after covid,Enough to start,Never,"['JavaScript', 'PHP']",Good,"['Google it', 'Stackoverflow']",NO,Bac +3,['VS Code'],Yes,1604672097765,Every few months,1-3,Yes,['Flutter'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French']",Yes,25 to 29 years
68XchLmLlUXJCaTLLkSzNLt70tX2,,1604803288377,,Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,,,,,,,,,,,,,Morocco,Male,,"['YouTube', 'Books', 'Others']",,Educator,,,Both,,Not enough,,,,,,Bac +3,,,1604803073709,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
6Fs9Y51bgOVcbModmA2UiCUhv1l2,0,1604411611643,"['Python', 'Scala']",Yes,['Academic defined subjects (system)'],None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Symfony'],0 months,Multinational company,Less than 1 year,"['JavaScript', 'Java', 'C#', 'PHP']",Li ja bismilah,NO,['Ansible'],Thinking of it.,8 000 - 10 000,Morocco,Female,,"['YouTube', 'Official documentation', 'Company resources']",Linux-based,"Developer, back-end",The current Pandemic somehow boosted my productivity,"['React.js', 'Vue.js', 'Django', 'Drupal']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,['PHP'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",Yes,1604411022896,Every few months,1-3,No,"['Node.js', 'React Native', 'Flutter']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options']",Employed part-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
6GodvfiiBZbuWcjsj8z4SN0ZkEU2,0,1604417193608,"['Java', 'C#']",Yes,['Academic defined subjects (system)'],Tea,"['Managed PaaS (heroku, app platform ...)']",['I don’t have an account on Github (or alternatives).'],['Other'],More than 1 year,Medium company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP']",Li ja bismilah,For profit,['Other'],"No, I am not interested.",< 6 000,Morocco,Male,No,['Paid platforms'],Windows,"Developer, back-end",The current Pandemic boosted very positively my productivity,"['React.js', 'Angular']",Both,No remote policy yet,Not enough,,['PHP'],Not Bad,['Google it'],NO,Bac +2,['VS Code'],NO,1604416812577,Every few months,0,Yes,['Other'],Slightly dissatisfied,['Opportunities for professional development'],Looking for work,['English'],No,20 to 24 years
6ijh2BBtcteNp8RMWSzzkkgLRtX2,0,1604658898862,"['Python', 'C#', 'C++', 'C', 'Kotlin', 'Assembly', 'Swift']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Tea,['Not Sure'],['I am maintaining my own project'],['Other'],0 months,Medium company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Other']",Li ja bismilah,For learning,"['Node.js', 'Other']",Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",Linux-based,"Developer, front-end",The current Pandemic boosted very positively my productivity,"['React.js', 'Express', 'Django', 'Flask', 'Other']",Both,We were doing remote before,Not enough,Never,"['JavaScript', 'HTML/CSS  😉', 'Other']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Self-taught,"['VS Code', 'Sublime', 'Other']",NO,1604658390813,Every few months,0,Yes,"['React Native', 'Unity 3D', 'Flutter', 'Torch/PyTorch', 'Other']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Remote work options']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
6iojXzsYk7QEoEJwHbvziFZW3pn2,0,1604673969971,"['HTML/CSS 😉', 'Python', 'PHP', 'C++']",No,['Academic defined subjects (system)'],None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Spring Ecosystem', 'Django', 'Laravel']",0 months,Medium company,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'Python', 'PHP', 'C++', 'Other']",Li ja bismilah,For learning,"['React Native', 'Other']","No, I am not interested.",,Morocco,Female,Yes,['YouTube'],Windows,"Developer, full-stack",The current Pandemic somehow impacted negatively my productivity,"['jQuery', 'React.js', 'Angular', 'Spring Ecosystem', 'Angular.js', 'Django', 'Laravel']",No,We were doing remote before,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Python', 'PHP', 'C++', 'Other']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Netbeans', 'Sublime', 'Atom', 'Other']",NO,1604673467201,Once a year,0,No,"['Node.js', 'React Native', 'Other']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
6nKOvgmkVETuHc0tbcKA0giP9912,,1604781518329,"['JavaScript', 'Dart']",Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],,"['jQuery', 'React.js', 'Laravel']",0 months,Freelance,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Dart']",,For profit,['Other'],,8 000 - 10 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Blog posts']",Windows,"Developer, front-end",The current Pandemic did not impact my productivity,"['React.js', 'Express', 'Other']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Call a coworker or friend']",,Bac +3,['VS Code'],,1604781208139,Every few months,,Yes,"['Node.js', 'Pandas']",Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
6uP779I2fTegiuoOsHaamkMxWBq1,0,1604711211672,"['Python', 'PHP', 'Kotlin']",Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I have a repo with more than +1k stars'],"['jQuery', 'Angular', 'Angular.js']",More than 1 year,Multinational company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Java', 'C#', 'TypeScript']",Live/online events,For profit,"['Node.js', 'Cordova']",Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'ASP.NET Core', 'Vue.js', 'Django', 'Laravel']",No,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Java']",Not Bad,"['Google it', 'Stackoverflow']",Yes,Bac +2,"['VS Code', 'Eclipse', 'Sublime', 'Atom']",NO,1604867666130,Every few months,0,Yes,"['.NET', 'React Native', 'Unity 3D', 'Flutter', 'Xamarin']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,25 to 29 years
6xz3i5GGyMOK9Vc9Y1XfuslUQlz2,0,1604615154195,"['JavaScript', 'TypeScript', 'R']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,['Full Cloud'],['I am maintaining my own project'],['Django'],0 months,Startup,3-5 years,"['JavaScript', 'SQL', 'Python']",Live/online events,For learning,['Other'],Thinking of it.,15 000 - 20 000,Morocco,Male,No,"['YouTube', 'Official documentation', 'Blog posts']",MacOS,"Developer, back-end",The current Pandemic somehow boosted my productivity,['React.js'],No,The company started remote after covid,Not enough,Often: 1-2 days per week or more,['Python'],Excellent,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",NO,1604614652819,Once a year,0,Yes,"['Node.js', 'React Native', 'Terraform']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
70paqOAwn0aWJk121suUOAAVn1p2,,1604561818027,,Yes,['Companies engagement with academia'],None,,,,Less than 1 year,Freelance,1-3 years,,,NO,,,6 000 - 8 000,Morocco,Male,No,"['YouTube', 'Official documentation', 'Blog posts']",,"Developer, full-stack",The current Pandemic did not impact my productivity,,Written/Read,The company started remote after covid,Not enough,Never,,,,,Bac +3,,,1604561395590,,,Yes,,Very satisfied,"['Languages, frameworks, and other technologies I’d be working with']",Employed full-time,"['Arabic', 'French']",No,25 to 29 years
7IwUUOpnMHNMDivlkBhRIZhbdy03,More than 3,1604284743199,"['HTML/CSS 😉', 'SQL', 'Python', 'Java', 'C#', 'PHP', 'Swift']",No,['Academic defined subjects (system)'],None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Vue.js', 'Laravel']",Few months,Freelance,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'Java', 'C#', 'PHP', 'C', 'Swift']",Li ja bismilah,For learning,"['.NET', 'Unity 3D', 'Flutter', 'Xamarin']",Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",Windows,"Developer, full-stack",,"['jQuery', 'Vue.js', 'Laravel']",Both,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,['PHP'],Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +3,['Sublime'],I don’t know Facebook Developer circles,1604283801913,Every few months,1-3,Yes,"['Node.js', 'Unity 3D', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with']","Freelancer, or self-employed","['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
7OI8biKAGvYz71PMrkr3ZnjzjTv1,1 - 3 talks,1604604683214,['Swift'],No,['Academic defined subjects (system)'],Coffee,['Full Cloud'],"['Yes, few PRs in multiple projects']",['React.js'],0 months,Multinational company,1-3 years,['JavaScript'],In-person events?,For profit,['Node.js'],Yes  less than 10 blog posts,8 000 - 10 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Blog posts', 'Company resources']",MacOS,Designer,The current Pandemic somehow impacted negatively my productivity,['React.js'],Spoken,We were doing remote before,Enough to start,Often: 1-2 days per week or more,['JavaScript'],Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",Yes,1604604693362,Once a year,More than 3,Yes,['Node.js'],Slightly satisfied,"['Office environment or company culture', 'Opportunities for professional development', 'Remote work options', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",Yes,20 to 24 years
7Y4v68YT7yQ2f8PGXWbhm7N0TG72,,1604697428232,"['Go', 'Kotlin', 'Scala', 'Haskell']",Yes,['Academic defined subjects (system)'],Tea,['Full Cloud'],,"['React.js', 'Spring Ecosystem']",0 months,Freelance,1-3 years,"['JavaScript', 'Python', 'Java', 'TypeScript', 'R']",,For learning,"['Node.js', 'React Native', 'Other']",,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['Vue.js', 'Gatsby', 'Next']",Both,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java']",,"['Google it', 'Stackoverflow']",,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",,1604697476688,Every few months,,No,"['Ansible', 'Keras', 'Apache Spark']",Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
7Z4b2jzS6ZMf9dlgoZsQ1JiAfZi1,,1604500154151,,Yes,['Students'],Water,,,,,,1-3 years,,,,,,,Morocco,Male,No,"['YouTube', 'Official documentation']",,"Developer, front-end",,,Spoken,,Not enough,,,,,,Self-taught,,,1604499968012,,,No,,,,,"['Arabic', 'French']",No,20 to 24 years
7af2ackbykaJPPqnZFTans07wD82,,1604673316840,,Yes,['Companies engagement with academia'],Water,,,,0 months,Startup,5-10 years,,,For profit,,,10 000 - 13 000,Morocco,Male,Yes,"['Paid platforms', 'Company resources']",,Designer,The current Pandemic somehow boosted my productivity,,No,We were doing remote before,Enough to start,Often: 1-2 days per week or more,,,,,Bac +2,,,1604672799577,,,Yes,,Slightly satisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development']",Employed full-time,"['Arabic', 'French', 'English']",No,30 to 34 years
7dLKHzKRSqXFFCMqSZyir7Kutci1,,1604678899782,,Yes,['Academic defined subjects (system)'],Water,,,,,,Less than 1 year,,,,,,,Morocco,Male,Yes,"['YouTube', 'Official documentation']",,"Developer, full-stack",,,Spoken,,Enough to start,,,,,,Bac +5,,,1604678793335,,,Yes,,,,,"['Arabic', 'Amazigh', 'French', 'English']",Yes,20 to 24 years
7lPMLxRmNVVnoJrdvqAtnq0U1Ia2,1 - 3 talks,1604688792927,"['SQL', 'C#', 'C++', 'Swift', 'Dart', 'Other']",Yes,"['Teachers', 'Academic defined subjects (system)']",Water,['Not Sure'],['I am maintaining my own project'],"['React.js', 'Angular']",0 months,Medium company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Python', 'Java', 'PHP', 'TypeScript', 'C']",Li ja bismilah,For learning,"['Node.js', '.NET']","No, I am not interested.",,Morocco,Male,Yes,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['ASP.NET', 'Vue.js', 'Django', 'Flask', 'Laravel']",Both,,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'Python', 'Java', 'TypeScript']",Good,"['Google it', 'Stackoverflow']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1604688049556,Every few months,0,No,"['React Native', 'Flutter', 'Cordova', 'Torch/PyTorch']",,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Salary']",Looking for work,"['Arabic', 'French', 'English']",No,20 to 24 years
7vAKEKC7BJXj0dB7fT1j5vFL8Zq2,,1604621274486,"['PHP', 'Other']",Yes,['Academic defined subjects (system)'],Tea,"['Hybrid Cloud', 'Not Sure']",,['Other'],0 months,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Python', 'C++']",,NO,['TensorFlow'],,,Morocco,Male,Yes,"['Books', 'Official documentation', 'Others']",Windows,Data scientist or machine learning specialist,,['Angular'],Both,No remote policy yet,Not enough,Never,"['HTML/CSS  😉', 'Java']",,['Do other work and come back later.'],,Bac +2,['Atom'],,1604620828223,Once a year,,Yes,['Node.js'],,['Office environment or company culture'],Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
7vgvsQn3M6TEvdnAUoXCErnuFTT2,1 - 3 talks,1604487286672,['JavaScript'],Yes,['Academic defined subjects (system)'],Tea,['on-premise'],['I am maintaining my own project'],"['Angular', 'Express']",0 months,Multinational company,3-5 years,"['Python', 'Java', 'TypeScript']",In-person events?,For learning,"['Node.js', 'Pandas']",Thinking of it.,< 6 000,Others,Female,No,"['YouTube', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'Flask', 'Gatsby']",Spoken,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Java', 'TypeScript']",Excellent,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse']",NO,1604486788764,Once every few years,1-3,Yes,"['Node.js', 'Apache Spark', 'Other']",Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Remote work options', 'The industry that I’d be working in', 'Salary']",Employed full-time,['French'],No,20 to 24 years
7xJR806iCTR4t04FgulxCZwzMCg2,0,1604611767335,"['Assembly', 'Scala', 'Other']",Yes,['Academic defined subjects (system)'],Coffee,['on-premise'],['I don’t have an account on Github (or alternatives).'],"['Angular', 'Express', 'Vue.js', 'Spring Ecosystem', 'Angular.js', 'Other']",Few months,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'Bash/Shell/PowerShell', 'TypeScript', 'C', 'Assembly', 'Scala']",Li ja bismilah,For learning,"['Node.js', 'Pandas', 'Apache Spark']",Thinking of it.,10 000 - 13 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,"Developer, full-stack",The current Pandemic boosted very positively my productivity,"['React.js', 'Django', 'Flask']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'SQL', 'Python', 'Bash/Shell/PowerShell']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Sublime']",Yes,1604611368760,Every few months,0,Yes,"['Node.js', 'TensorFlow', 'Other']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
7ze1NEoYbTSl9JUyAjJcgppQbZh2,0,1604495349780,"['HTML/CSS 😉', 'Java', 'TypeScript']",Yes,['Companies engagement with academia'],None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Angular', 'Spring Ecosystem']",Less than 1 year,Multinational company,Less than 1 year,"['HTML/CSS 😉', 'Java', 'TypeScript']",Live/online events,For learning,['Other'],"No, I am not interested.",< 6 000,Morocco,Male,Yes,"['YouTube', 'Official documentation']",Windows,"Developer, full-stack",,"['jQuery', 'Angular', 'Spring Ecosystem']",Both,,Enough to start,,['Other'],Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +3,"['VS Code', 'Eclipse', 'Netbeans']",Yes,1604495361507,Every few months,0,Yes,['Other'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule']",Looking for work,"['Arabic', 'French', 'English']",No,30 to 34 years
